	track	rate_downloads_total	rate_listened_total	playlisted	favorited	likes	dislikes	avgnote	notes
2732	track_0359660	12949	182914	101	40	0	0	8.0	2
8168	track_1307839	18003	181531	192	115	0	0	8.0	1
3505	track_0577043	1964	181464	22	8	0	0	6.0	1
9038	track_1357021	860	180968	12	3	0	0	6.5	2
8506	track_1341055	7335	180681	12	4	0	0	7.0	2
3125	track_0439182	10597	180289	155	88	15	0	8.0	2
2224	track_0285486	9273	179142	193	112	4	0	8.0	2
8395	track_1327738	1819	178657	19	8	0	0	0.0	0
4420	track_0945206	6311	178578	112	62	0	0	8.0	2
1637	track_0178481	4326	178473	45	17	1	1	8.0	2
108	track_0006728	5249	177453	858	583	1	1	8.0	2
3061	track_0415591	11766	176736	214	124	2	0	8.0	2
5050	track_1051208	3717	176691	81	39	4	0	8.0	2
7598	track_1254636	7712	175181	118	66	2	0	8.0	2
719	track_0043881	7690	174059	1320	907	6	0	8.0	2
5971	track_1119019	9284	173979	84	46	2	0	8.0	2
1548	track_0168656	29099	173142	151	78	0	0	8.0	2
770	track_0043989	3200	172858	151	84	3	0	8.0	2
2357	track_0304772	2811	172626	132	70	0	0	8.0	2
3718	track_0686857	3337	171782	114	47	1	0	8.0	2
5068	track_1051204	3391	171052	101	50	2	0	8.0	2
860	track_0066944	5024	171003	985	674	6	0	7.0	2
3726	track_0686755	6261	170069	129	55	1	0	6.0	4
8018	track_1294000	3499	169374	41	23	0	0	8.5	2
207	track_0011773	6709	169209	230	142	5	0	8.0	2
262	track_0015164	27399	169127	1849	1333	12	2	7.0	2
6836	track_1169705	66796	167846	492	270	9	0	8.0	3
7375	track_1221997	16179	167221	329	156	4	0	10.0	2
2320	track_0305164	1381	166977	94	42	1	0	7.0	2
9761	track_1412344	18015	166839	382	245	0	0	8.0	1
1525	track_0172017	15376	166485	334	187	5	2	8.0	2
4730	track_1023279	6753	166397	98	45	9	1	6.3333	3
1295	track_0132278	3418	166377	52	22	2	0	4.0	3
2225	track_0271119	4934	166295	41	22	0	0	8.0	2
3095	track_0418240	8761	166194	56	32	0	0	5.6667	3
5883	track_1116697	13138	165911	35	12	2	0	0.0	0
8013	track_1294003	4432	165277	75	41	0	0	9.0	2
3993	track_0786940	10407	164595	508	280	2	0	8.0	2
8057	track_1294004	4855	164461	57	35	0	0	9.0	2
2782	track_0362386	2916	164269	89	48	1	0	8.0	2
9385	track_1390730	52447	163907	450	271	0	0	7.5	2
863	track_0066943	7812	163418	1042	704	5	0	7.0	2
3707	track_0686752	4574	163258	104	36	2	0	8.0	2
3723	track_0686758	7744	162975	93	37	0	0	8.0	2
3721	track_0686756	2323	162808	95	37	3	0	8.0	2
2944	track_0388822	3144	162712	62	34	1	0	8.0	1
2167	track_0260842	8732	162299	514	257	5	0	6.6667	3
2731	track_0359656	7098	162223	115	56	2	0	8.6667	3
5017	track_1051193	3826	161564	97	50	3	0	9.0	4
9630	track_1402650	68427	161240	740	517	0	0	6.0	1
1560	track_0168644	12075	161163	101	51	0	0	8.0	2
1744	track_0191044	2995	161025	103	49	0	0	8.0	2
8095	track_1296596	5580	159973	26	9	0	0	10.0	1
1005	track_0095412	8569	159904	212	135	4	0	0.0	0
4718	track_1014954	26260	159324	244	138	1	0	8.0	2
5909	track_1115100	50813	159256	141	55	42	2	8.3333	3
5256	track_1066204	10960	158681	336	204	8	0	8.0	3
2170	track_0260843	6341	158542	395	194	4	1	8.0	2
1024	track_0095393	6702	158535	220	140	7	0	0.0	0
3735	track_0686753	4434	158475	126	51	1	0	8.0	2
1460	track_0146590	13938	158321	297	129	4	1	9.25	4
3142	track_0437794	933	158176	135	69	0	0	8.0	2
8453	track_1336413	6052	157834	16	3	0	0	7.0	2
8505	track_1338032	8660	157568	116	79	0	0	9.0	2
6613	track_1162021	5074	156999	138	73	3	0	8.0	2
6915	track_1169729	37857	156845	291	147	1	0	9.0	3
686	track_0040635	3553	156337	108	42	6	1	8.0	2
2707	track_0359662	6160	156148	95	41	2	0	8.6667	3
443	track_0026431	26123	155979	1220	693	5	0	8.0	2
1526	track_0168674	10347	155668	86	47	0	0	8.0	2
6833	track_1169706	49520	155469	431	236	5	0	8.6667	3
6839	track_1169708	58271	155089	417	229	2	0	8.0	4
3186	track_0457083	4468	154776	480	275	5	2	6.0	1
246	track_0015166	15879	154729	1793	1330	10	2	7.3333	3
169	track_0007246	28966	154602	776	545	13	6	8.4	5
2993	track_0402060	38192	154101	849	422	4	0	8.0	1
7759	track_1272521	8898	153939	185	124	0	0	9.0	2
2736	track_0359655	5905	153699	100	41	3	0	8.6667	3
916	track_0076661	3486	153644	524	326	2	0	8.0	2
8023	track_1293998	3485	153336	63	31	0	0	6.5	4
1474	track_0145970	5561	152909	563	402	3	2	8.0	2
7497	track_1235600	15848	152730	252	132	1	0	8.0	2
3032	track_0415050	14775	152469	1082	594	4	0	8.3333	3
3953	track_0786935	9366	152064	478	281	2	0	8.0	1
2352	track_0304771	37447	151488	114	52	3	1	8.0	2
7108	track_1195350	1128	151211	16	3	0	0	8.0	1
910	track_0073155	8895	150501	1128	762	8	0	7.0	2
5070	track_1053843	10182	150462	169	116	1	0	8.0	2
6532	track_1151403	2640	150408	97	59	0	0	8.0	1
7095	track_1195319	3414	150288	35	16	0	0	8.0	1
802	track_0043986	6380	149037	155	84	1	0	8.0	2
3181	track_0457113	11681	148923	476	269	0	0	6.0	1
512	track_0031207	3862	148729	164	105	2	1	7.0	2
1874	track_0206578	1015	148014	56	23	1	0	8.0	2
6387	track_1143011	58140	147572	462	181	6	0	0.0	0
874	track_0073149	42313	147435	1169	763	6	3	4.0	1
7238	track_1210697	6800	147384	183	84	1	0	9.0	2
3227	track_0461019	26569	147294	897	543	12	0	7.0	2
1429	track_0145969	8603	147146	589	416	1	2	8.0	2
3131	track_0437789	1074	146780	139	73	0	0	8.0	2
2340	track_0305165	1733	146738	84	41	1	1	8.0	2
5025	track_1051200	2643	146454	89	41	2	0	8.0	2
354	track_0024020	3647	146413	154	92	2	0	7.0	2
3215	track_0458252	13322	146377	123	61	1	0	0.0	0
2231	track_0271112	3674	145865	47	24	1	0	7.0	2
2239	track_0285650	5653	145451	76	43	0	0	8.0	2
5855	track_1113974	672	145300	28	14	2	0	8.0	1
8487	track_1336433	1232	144544	12	3	0	0	7.0	2
2463	track_0327323	3488	144123	120	57	2	0	8.0	3
5014	track_1051195	2874	143724	90	49	3	0	8.0	2
6909	track_1169728	48472	143477	506	296	1	0	8.0	3
1654	track_0181530	4792	142863	225	93	2	0	7.0	2
6038	track_1125375	12200	142636	114	62	10	0	7.0	3
8450	track_1336354	1113	142348	8	0	0	0	7.0	2
6883	track_1169722	32893	142206	341	180	0	0	8.0	3
2118	track_0259286	3493	142002	334	167	1	0	8.0	2
446	track_0026427	16864	141901	1085	650	5	0	6.0	1
869	track_0066946	2928	141759	956	663	1	0	8.0	1
7378	track_1220570	3060	141350	34	15	2	0	8.0	1
7655	track_1264107	23301	141308	583	394	3	0	8.0	3
3190	track_0450989	9687	141185	447	256	4	1	8.0	2
2744	track_0359665	5932	141164	87	38	1	0	8.75	4
5845	track_1113971	865	141107	16	4	1	0	0.0	0
3934	track_0785424	21767	140633	883	449	8	0	8.0	3
4644	track_0976788	2288	140440	43	25	1	0	8.0	2
982	track_0083880	1436	140223	144	71	0	0	8.0	2
6911	track_1170729	7386	139285	106	48	0	0	9.0	1
4054	track_0818603	6798	139267	237	104	1	0	0.0	0
3213	track_0457126	8483	138676	425	234	1	0	6.0	1
4623	track_0981782	407283	138064	147	62	15	2	8.0	3
4634	track_0976780	1691	137804	33	19	1	0	8.0	2
6908	track_1169717	50211	137257	403	210	1	0	8.0	3
8982	track_1356344	519	137214	15	5	0	0	6.5	2
1202	track_0120750	6678	136639	323	151	2	0	0.0	0
9045	track_1357130	838	136269	8	0	0	0	7.0	2
1038	track_0095581	12070	135816	388	132	26	1	7.4	5
1030	track_0094722	5697	135516	985	599	1	0	7.0	2
6376	track_1143153	9125	135361	155	110	3	0	8.0	2
3908	track_0785431	22894	135141	840	441	6	1	5.3333	6
226	track_0012305	8409	134961	1377	1001	2	0	8.0	2
7050	track_1191150	72589	134687	89	48	0	0	8.0	2
2766	track_0361031	6251	134666	356	180	1	0	0.0	0
2667	track_0352684	8967	134447	469	275	3	0	8.0	2
2379	track_0307389	4469	134034	80	28	2	0	8.0	2
529	track_0033449	6590	133886	235	146	0	0	8.0	2
5830	track_1113973	1652	133841	14	3	1	0	0.0	0
3667	track_0654631	6904	133170	118	35	0	0	8.6667	3
8293	track_1320188	4950	133043	98	82	1	0	2.4	5
2241	track_0276988	2217	132926	90	45	2	0	8.0	2
4712	track_1011643	6239	132726	35	12	0	0	8.0	1
8170	track_1306069	807	132275	27	13	0	0	8.0	2
1881	track_0206609	1405	131906	63	25	0	0	8.0	1
3593	track_0606295	9788	131536	164	88	2	0	8.6667	3
3163	track_0457078	9827	131462	532	294	10	1	6.0	1
8457	track_1336419	451	131280	12	2	0	0	7.0	2
8020	track_1294001	921	131272	23	10	0	0	9.0	2
3461	track_0537127	9618	130821	378	210	3	0	9.0	2
6895	track_1169735	106710	130145	595	336	4	0	8.6667	3
2982	track_0402062	12816	129518	928	463	3	0	0.0	0
8317	track_1320574	2374	128914	60	31	0	0	7.0	3
7252	track_1210694	6187	128746	77	46	0	0	10.0	2
5259	track_1066136	1198	128273	10	3	0	0	7.0	1
465	track_0026439	17191	128225	1173	647	4	0	0.0	0
3153	track_0439180	3349	127325	69	39	0	0	8.0	2
2988	track_0402059	14738	127271	876	456	7	1	8.0	1
8310	track_1318704	25681	126967	630	318	1	0	2.0	1
6900	track_1169736	61988	126625	432	236	3	0	8.5	4
7270	track_1210691	9248	126340	222	104	3	0	9.0	2
2574	track_0339422	13057	126284	176	92	0	0	7.0	2
1838	track_0206601	4233	125884	95	39	1	0	8.0	2
1102	track_0111374	4435	125809	220	114	0	0	8.0	2
6375	track_1143154	8398	124962	82	58	0	0	8.0	2
4374	track_0945194	6706	124871	180	117	3	0	8.0	2
3435	track_0537121	7505	124778	399	229	1	0	9.0	2
7458	track_1232047	25612	124068	357	224	0	0	8.0	2
6912	track_1169719	64684	123056	462	249	4	0	8.0	3
4432	track_0956244	418791	122746	49	24	0	0	0.0	0
137	track_0007095	11491	122186	50	25	0	0	8.0	2
1416	track_0145369	1632	122087	168	92	0	0	8.0	2
2719	track_0359663	1993	121921	67	27	0	0	8.0	2
890	track_0073151	16055	121847	1125	757	0	0	7.0	2
864	track_0066951	2927	121258	934	651	3	0	0.0	0
3174	track_0457080	4457	120967	504	280	4	0	8.0	2
6866	track_1169712	57282	120704	394	205	1	0	8.6667	3
6692	track_1163556	1079	120688	23	10	0	0	0.0	0
2035	track_0236347	6525	120515	875	493	5	1	7.5	2
2298	track_0296240	13127	120426	590	322	5	0	7.25	4
312	track_0019120	2341	120208	114	66	3	0	0.0	0
6383	track_1143014	29594	119750	348	155	11	0	0.0	0
2365	track_0307392	2771	119634	59	33	2	0	9.0	4
6662	track_1162697	23646	119620	615	316	6	0	10.0	1
528	track_0033453	4025	118621	214	133	0	0	8.0	2
2720	track_0359664	4653	118475	91	41	0	0	8.6667	3
6380	track_1143152	3470	118124	63	42	2	0	8.0	2
9839	track_1418668	3141	117982	21	7	0	0	7.0	1
9444	track_1397734	11033	117713	67	28	0	0	7.0	2
3035	track_0405790	5060	117459	371	184	3	0	8.0	2
2265	track_0272434	3161	117378	34	13	0	0	7.0	2
139	track_0006720	14350	117344	822	552	0	0	0.0	0
3447	track_0537118	7200	116796	358	203	0	0	9.0	2
1182	track_0111962	935	116707	63	36	0	0	8.0	2
3211	track_0461544	1918	116097	166	88	1	0	8.0	1
7060	track_1185652	3568	115770	140	95	2	0	8.0	1
3112	track_0437792	2146	115247	185	82	1	0	7.0	2
431	track_0025250	15400	115174	1305	775	7	0	8.0	1
8309	track_1320571	3411	114953	40	22	0	0	8.25	4
2655	track_0352686	6733	114497	416	244	4	0	7.6667	3
3026	track_0406256	2868	114074	346	172	0	0	8.0	2
3120	track_0436165	1599	113778	44	10	2	0	8.3333	3
9486	track_1397469	49553	113148	1044	772	0	0	10.0	1
2228	track_0285620	5158	112940	58	24	2	0	8.0	2
8497	track_1336429	468	112937	9	1	0	0	7.0	2
102	track_0006495	10725	112928	1347	970	5	0	6.0	1
2901	track_0383979	1203	112636	25	9	0	0	8.0	2
3464	track_0537123	7763	112557	367	211	0	0	9.0	2
3565	track_0592183	84861	111527	825	475	25	0	8.2	5
6901	track_1170740	5557	111201	21	3	0	0	6.0	1
723	track_0043880	9138	110993	1435	913	6	0	8.0	2
1507	track_0156061	6756	109939	979	319	12	0	8.3333	3
194	track_0007358	14093	109744	1041	641	6	1	8.0	2
1685	track_0181519	4057	109502	206	79	2	0	7.3333	3
7111	track_1191168	4395	109492	38	15	2	0	0.0	0
203	track_0012302	15337	108832	1456	1003	5	0	8.0	2
3832	track_0741319	13238	108487	272	123	0	0	7.0	3
6688	track_1163304	5794	108247	47	14	1	0	10.0	1
2080	track_0245501	5219	108002	1085	704	2	0	0.0	0
6810	track_1167953	27435	107690	144	72	3	0	0.0	0
1355	track_0134057	3922	107575	68	39	1	0	6.0	1
2217	track_0285623	5051	107341	79	46	0	1	8.0	2
3529	track_0589241	11368	106962	377	158	6	1	0.0	0
6721	track_1163322	4485	106852	62	13	0	0	0.0	0
7778	track_1275453	1954	106819	65	29	0	0	8.0	2
841	track_0046999	1563	106718	95	63	1	0	6.0	2
3403	track_0510853	544	106531	103	41	0	0	0.0	0
3646	track_0642166	5475	106391	101	51	4	2	8.0	2
3115	track_0439181	1990	106371	67	38	4	0	8.0	2
651	track_0038768	8818	105948	416	214	7	0	8.0	2
3242	track_0459437	5758	105708	47	10	2	1	0.0	0
4500	track_0957457	26107	105529	309	119	7	0	7.6667	3
3491	track_0547723	3148	105518	45	14	0	0	8.0	2
4133	track_0873803	13235	105429	213	129	4	0	8.0	2
4845	track_1036440	14276	105103	130	76	9	1	8.0	2
3234	track_0461020	6195	104815	749	485	2	0	6.0	1
146	track_0007098	14765	104403	58	26	0	0	8.0	2
646	track_0038767	3701	103967	366	203	4	0	8.0	2
6913	track_1169730	44809	103655	563	337	1	0	8.0	3
445	track_0026428	14991	103510	1071	653	4	0	6.0	1
4059	track_0832632	12623	103040	80	23	1	0	8.0	2
3950	track_0786943	3115	102763	400	244	1	0	8.0	1
142	track_0007093	11166	102669	52	25	0	0	8.0	2
2304	track_0288367	9835	102424	134	77	1	0	8.0	2
2906	track_0383976	1445	102010	37	15	0	0	8.0	2
3544	track_0582672	2095	101918	48	27	0	0	0.0	0
181	track_0007253	2791	101752	616	493	2	1	8.0	2
2292	track_0285663	9670	101520	118	71	0	0	8.0	2
4498	track_0959155	4450	101497	93	56	0	0	8.0	2
5334	track_1068670	10696	101491	262	146	39	1	8.0	2
7167	track_1198562	1038	101464	11	1	0	0	0.0	0
3252	track_0461017	9877	101453	820	502	6	0	6.0	1
3644	track_0632096	23835	101180	238	99	18	0	0.0	0
5062	track_1053841	5578	101053	119	72	1	0	8.0	2
3229	track_0461560	2860	100873	247	105	1	0	8.0	2
3062	track_0425761	4725	100796	226	123	8	0	7.0	2
8098	track_1296197	12078	100238	455	248	0	0	0.0	0
1044	track_0101464	9916	100204	72	35	0	0	9.0	2
6723	track_1163399	2188	100123	48	18	0	0	8.0	1
8850	track_1352363	4666	99787	59	31	0	0	0.0	0
6845	track_1169707	47873	99638	308	157	0	0	8.0	3
9081	track_1365778	6428	99123	13	5	0	0	8.0	1
3477	track_0537120	3541	99038	352	190	2	0	8.6667	3
7314	track_1210715	3742	98819	44	17	0	0	8.0	3
5320	track_1068666	5298	98780	211	121	10	0	8.0	2
6021	track_1120150	45163	98445	37	25	0	0	4.0	1
6687	track_1163809	10698	98106	60	21	3	0	0.0	0
8311	track_1320570	5326	98099	117	68	0	0	7.6667	3
5888	track_1115108	1303	97975	21	6	0	0	8.0	1
6885	track_1169725	55268	97368	298	150	3	0	9.0	3
7046	track_1188128	11431	97062	41	23	0	0	8.0	2
1693	track_0181452	3458	96361	546	317	1	0	8.3333	3
2182	track_0260841	4099	96115	319	162	3	0	6.0	1
509	track_0030686	8395	96105	205	84	6	3	6.0	3
7277	track_1208088	988	96062	9	0	0	0	7.0	1
279	track_0017170	10956	95957	481	177	4	0	7.0	2
3997	track_0786939	2604	95821	383	233	1	0	8.0	1
8731	track_1349955	3991	95551	37	13	0	0	10.0	1
892	track_0076656	6918	95549	610	333	10	0	8.3333	3
3645	track_0632094	7161	95070	87	27	4	0	8.0	2
1351	track_0133515	6848	94527	480	281	2	0	6.0	1
3079	track_0416361	7050	94451	124	56	2	0	8.0	2
1384	track_0135658	7688	94044	552	316	0	0	3.0	2
3771	track_0700215	7789	93967	360	203	3	1	8.0	2
3683	track_0668793	2253	93671	34	11	1	0	8.0	2
115	track_0006725	4579	93586	822	551	7	0	8.0	2
7596	track_1242780	4596	93260	9	1	0	0	4.0	3
2651	track_0347258	3777	92804	64	28	2	0	6.0	1
883	track_0066955	2560	92611	953	654	1	0	8.0	2
62	track_0004242	9977	92528	226	140	0	0	8.0	2
4556	track_0973494	7916	92389	33	11	0	0	0.0	0
6884	track_1169724	11991	92085	255	127	1	0	8.0	3
3224	track_0461559	1178	91867	195	114	0	0	0.0	0
1406	track_0145366	1162	91588	123	62	0	0	8.0	2
4561	track_0973503	1187	91516	23	8	1	0	0.0	0
346	track_0022772	870	91477	136	68	0	0	7.3333	3
9661	track_1406830	16158	91453	277	184	0	0	8.0	1
3397	track_0510030	4980	91449	176	105	1	0	6.0	1
7251	track_1210699	8058	90958	86	57	1	0	10.0	2
1262	track_0124363	12167	90741	653	323	3	0	7.0	3
4173	track_0882465	3171	90598	144	65	0	0	0.0	0
7272	track_1210690	4378	90513	115	63	2	0	10.0	2
4486	track_0959157	3155	90509	74	48	0	0	8.0	2
3240	track_0461014	12062	90507	828	512	8	0	0.0	0
3917	track_0785642	18414	90213	132	61	1	0	0.0	0
3901	track_0785421	8616	90043	752	406	2	0	8.0	2
2185	track_0260844	2956	90029	325	168	3	1	0.0	0
6888	track_1169726	20443	89846	378	210	1	0	8.6667	3
6917	track_1169720	22820	89650	188	74	0	0	8.0	3
3041	track_0415093	5017	89468	877	562	2	0	0.0	0
3504	track_0547233	1502	89295	47	21	0	0	8.0	2
6271	track_1134446	19569	89247	75	35	12	0	0.0	0
3552	track_0585840	6914	89100	428	189	3	0	0.0	0
2378	track_0309856	3043	88871	82	34	1	0	7.0	2
3594	track_0614902	5071	88855	42	17	0	0	8.0	1
6624	track_1162013	6811	88452	203	114	5	0	7.0	2
9091	track_1365763	700	88396	17	2	0	0	6.0	1
3788	track_0727904	4213	88395	158	64	1	0	0.0	0
1021	track_0094710	6867	88246	965	591	2	0	6.0	1
99	track_0004887	2115	88037	153	98	3	1	4.0	3
3753	track_0700219	4356	87998	354	194	6	0	8.0	2
144	track_0007092	14909	87865	96	54	0	0	8.0	2
7242	track_1210700	5215	87551	92	50	2	0	10.0	2
4217	track_0882462	4987	86876	157	73	2	0	0.0	0
6862	track_1169713	8598	86728	184	81	1	0	8.0	3
4777	track_1027902	13938	86712	64	24	9	1	7.0	2
3773	track_0700573	5124	86700	43	8	1	0	8.0	2
9016	track_1357105	953	86546	15	3	0	0	7.0	2
1643	track_0178483	8066	86401	112	56	8	4	8.0	2
4684	track_1006258	12192	86290	60	31	2	0	0.0	0
9789	track_1418655	3275	86204	46	23	0	0	6.0	1
3576	track_0592185	11375	85907	632	345	3	0	0.0	0
2308	track_0296232	8633	85565	458	228	6	2	6.0	1
1960	track_0221278	11770	85551	242	131	2	0	8.0	2
1528	track_0172025	10284	85318	323	182	5	3	8.0	2
3030	track_0415083	10885	84657	933	580	3	0	6.6667	3
3043	track_0409723	3563	84522	33	8	1	0	8.0	2
6918	track_1169721	71917	84435	257	120	1	0	8.0	3
2995	track_0402052	9787	84368	879	446	2	1	0.0	0
9529	track_1398804	6959	84138	72	19	0	0	8.0	1
292	track_0015165	12776	83923	1748	1300	5	0	6.6667	3
7080	track_1188126	3370	83898	10	4	0	0	6.5	2
7637	track_1264089	7893	83740	197	129	5	0	8.0	2
2963	track_0402057	9006	83592	888	451	2	0	7.0	2
1634	track_0176943	3224	83433	28	15	0	0	6.0	1
2743	track_0356401	11304	83097	120	54	2	0	8.0	2
4083	track_0818608	13944	82955	342	134	2	0	8.0	1
4388	track_0941345	13949	82254	115	55	2	0	8.0	2
7239	track_1210696	4775	81595	73	41	2	0	10.0	2
9619	track_1402648	17322	81458	349	224	0	0	8.0	1
6850	track_1169709	21036	81241	248	123	2	0	8.0	3
1671	track_0181604	2997	80671	477	292	2	0	8.0	2
1334	track_0133512	13821	80424	551	290	0	0	6.0	1
6737	track_1166071	4907	80249	45	14	1	0	4.0	1
2105	track_0242610	16346	80229	1095	719	1	0	0.0	0
5339	track_1068671	6356	80157	215	123	14	0	8.0	2
3105	track_0415602	4485	79917	238	138	2	0	8.0	2
5216	track_1061564	86525	79528	9	1	0	0	0.0	0
1135	track_0109788	6158	79439	46	21	0	0	8.0	2
4341	track_0938293	23705	79417	3	2	0	0	3.0	3
5429	track_1076593	13310	79267	154	90	8	2	8.6667	3
3046	track_0405788	5857	79235	347	171	0	0	0.0	0
3541	track_0585838	13979	78849	599	285	8	0	8.0	1
6566	track_1158172	12792	78781	228	137	8	0	8.5	2
7956	track_1286213	24730	78552	61	36	0	0	0.0	0
438	track_0025387	11746	78517	1058	606	4	0	6.0	2
6872	track_1169714	21848	78380	210	99	2	0	8.0	3
5648	track_1089086	10507	78258	179	80	4	2	8.0	2
6903	track_1169733	10563	78143	205	100	1	0	9.0	3
8048	track_1294744	648	77933	24	11	0	0	8.0	2
3283	track_0476802	2413	77879	205	119	1	0	0.0	0
6631	track_1162018	5007	77630	107	52	8	0	7.0	2
5906	track_1114360	8524	77428	106	66	13	0	7.0	2
6508	track_1153922	13283	77266	268	102	7	0	4.0	1
8049	track_1294438	4343	77215	108	84	3	0	4.5	6
3533	track_0589243	10952	77068	449	190	3	0	0.0	0
7645	track_1263279	7172	76963	178	107	1	0	8.6667	3
405	track_0025245	7849	76822	1067	665	4	0	6.0	1
591	track_0035353	4779	76759	1087	722	3	1	8.0	2
3921	track_0785641	3314	75945	98	51	1	0	8.0	2
2670	track_0352692	7679	75700	352	192	3	0	0.0	0
3033	track_0415103	4718	75682	869	556	1	0	0.0	0
7755	track_1272518	3944	75617	89	58	0	0	9.0	2
997	track_0094715	5122	75608	920	563	1	0	6.0	1
9832	track_1418663	2342	75453	13	3	0	0	6.0	1
1227	track_0124358	3342	75420	609	315	2	0	7.0	3
3905	track_0785422	10507	75393	732	401	2	0	7.0	2
2907	track_0387511	6942	75390	451	264	6	1	6.0	1
1444	track_0146591	4812	74375	254	131	2	0	9.0	3
2691	track_0352691	80922	74078	360	194	4	0	0.0	0
6664	track_1162696	9401	74027	274	124	3	0	10.0	2
4394	track_0945195	6636	73311	122	74	3	0	8.0	2
3532	track_0579913	12324	73295	468	236	0	0	8.0	3
1269	track_0124360	5489	73199	607	350	1	0	0.0	0
9321	track_1387168	30406	73047	444	209	0	0	10.0	1
3551	track_0585845	12484	73042	471	198	3	0	0.0	0
1017	track_0094760	1492	73032	880	551	1	0	7.0	2
2634	track_0347202	3269	72969	124	66	3	0	8.0	2
2284	track_0288369	3868	72732	82	51	0	0	8.0	2
234	track_0011843	4241	72676	856	575	4	0	6.0	1
93	track_0004241	1569	72507	223	148	1	0	8.0	2
172	track_0007099	12947	72431	93	54	0	0	8.0	2
3651	track_0642167	1177	72296	47	19	2	0	0.0	0
1160	track_0112990	26611	72263	360	152	2	0	9.0	2
191	track_0007245	5694	72171	652	503	8	0	6.0	1
4070	track_0818606	10731	71933	330	132	7	0	0.0	0
919	track_0076660	2504	71813	459	280	5	1	6.6667	3
3796	track_0728042	5588	71753	97	60	7	0	8.0	2
3556	track_0592184	11155	71697	650	375	4	0	0.0	0
2273	track_0285674	5312	71632	81	48	0	0	8.0	2
880	track_0066947	2247	71244	944	657	0	0	8.0	2
9292	track_1382988	12306	71208	141	42	0	0	10.0	1
4346	track_0938065	13001	71143	240	85	5	0	7.0	2
9547	track_1398801	6162	71066	17	3	0	0	7.0	1
2307	track_0288374	6876	71052	76	45	1	0	8.0	2
415	track_0025253	17634	70680	1088	692	6	0	6.0	1
4800	track_1033255	991	70655	31	14	1	0	8.0	2
6559	track_1158174	11654	70173	209	103	7	0	9.0	2
6871	track_1169716	6902	69991	159	67	0	0	9.0	3
1617	track_0181425	7728	69849	188	91	2	0	10.0	1
2748	track_0359658	6403	69807	119	58	1	0	8.0	2
5130	track_1056894	14060	69727	133	63	2	0	6.0	1
8205	track_1307836	2313	69682	50	19	0	0	8.0	1
1151	track_0113592	19107	69640	71	35	0	0	0.0	1
2496	track_0327322	6389	69615	166	71	13	1	0.0	0
2461	track_0330163	13295	69509	158	75	10	1	6.0	2
6819	track_1166928	26856	69445	333	212	9	0	8.0	2
2257	track_0285636	4745	69140	80	45	0	0	8.0	2
1738	track_0188296	1478	69041	91	26	0	0	8.0	2
8699	track_1348316	15357	69004	229	121	0	0	10.0	1
3111	track_0439179	8611	68733	90	50	3	0	8.0	2
2271	track_0296233	4238	68606	434	242	5	0	6.0	1
8181	track_1307846	2283	68539	8	0	0	0	7.0	1
2082	track_0244797	4231	68444	1102	731	1	0	0.0	0
