	track	rate_downloads_total	rate_listened_total	playlisted	favorited	likes	dislikes	avgnote	notes
8548	track_1343390	863	1165	1	0	0	0	4.5	2
3022	track_0409697	1109	1165	7	1	0	0	0.0	0
8610	track_1344394	281	1164	2	1	0	0	5.0	2
7177	track_1203967	294	1164	2	1	0	0	0.0	0
8659	track_1346195	910	1164	4	1	0	0	0.0	0
3317	track_0490250	172	1164	12	5	0	0	0.0	0
8091	track_1296349	228	1163	1	0	0	0	0.0	0
8886	track_1353569	1436	1163	3	1	0	0	3.0	1
2724	track_0355331	613	1162	5	1	0	0	0.0	0
6112	track_1126855	1720	1162	8	0	0	0	6.0	1
4982	track_1045146	1036	1161	1	0	0	0	0.0	0
6879	track_1169139	2009	1161	9	6	1	0	0.0	0
5311	track_1067076	391	1161	0	0	0	0	0.0	0
8204	track_1306402	276	1160	5	4	0	0	0.0	0
8157	track_1301127	349	1160	2	0	0	0	0.0	0
8999	track_1355273	3177	1159	1	1	0	0	3.0	3
4966	track_1041941	325	1159	5	2	2	0	0.0	0
8403	track_1326833	572	1158	5	3	0	0	0.0	0
6317	track_1136903	480	1157	1	0	0	0	0.0	0
8781	track_1350312	408	1157	7	3	0	0	0.0	0
7184	track_1198559	1004	1155	1	0	1	0	0.0	0
1928	track_0218723	273	1155	34	17	0	0	0.0	0
463	track_0025806	535	1153	18	11	0	0	0.0	0
4348	track_0936452	1202	1153	1	0	0	0	0.0	0
3140	track_0429025	368	1151	12	5	0	0	0.0	0
9667	track_1408400	588	1151	10	2	0	0	0.0	0
5691	track_1094637	625	1150	4	3	0	0	0.0	0
5750	track_1097057	311	1148	5	1	1	0	0.0	0
1424	track_0134058	298	1148	49	33	0	0	0.0	0
4949	track_1041939	378	1148	5	2	1	0	0.0	0
7178	track_1199270	598	1147	2	1	0	0	5.0	2
1880	track_0208494	978	1147	16	11	0	0	0.0	0
6617	track_1160648	282	1146	1	0	0	0	0.0	0
7011	track_1182882	1521	1146	1	0	1	0	0.0	0
6272	track_1135473	288	1145	6	2	0	0	0.0	0
6751	track_1165470	1027	1145	6	5	0	0	6.0	1
9783	track_1416135	177	1145	4	2	0	0	0.0	0
9304	track_1383956	457	1144	1	0	0	0	2.6667	3
8768	track_1350947	1120	1143	1	0	0	0	2.0	1
7816	track_1277769	3028	1142	3	0	0	0	0.0	0
6993	track_1178706	673	1142	0	0	0	0	0.0	0
9178	track_1372849	2136	1141	4	2	0	0	0.0	0
7340	track_1215380	301	1140	1	0	0	0	0.0	0
4892	track_1039360	144	1139	0	0	0	0	0.0	0
7359	track_1216570	1162	1139	1	1	1	0	0.0	0
7508	track_1233734	1377	1138	1	1	0	0	0.0	0
3492	track_0575748	1022	1137	6	4	0	0	0.0	0
7951	track_1283744	336	1136	2	0	0	0	0.0	0
127	track_0006156	343	1136	21	13	0	0	0.0	0
9857	track_1421614	2777	1136	3	1	0	0	10.0	1
1940	track_0219042	718	1136	21	14	0	0	0.0	0
9776	track_1416384	175	1136	5	3	0	0	0.0	0
5088	track_1056042	190	1135	3	1	0	0	0.0	0
7304	track_1212534	426	1134	6	3	1	0	0.0	0
6875	track_1168484	259	1134	5	1	0	0	0.0	0
9511	track_1397860	1088	1134	1	1	0	0	0.0	0
1742	track_0191401	672	1133	10	6	0	0	0.0	0
7879	track_1278719	495	1132	2	0	0	0	0.0	0
1935	track_0219014	133	1132	21	13	0	0	10.0	1
8389	track_1326836	405	1131	6	2	0	0	6.6667	3
1939	track_0224795	263	1131	5	3	0	0	0.0	0
6169	track_1129933	1003	1131	2	2	0	0	0.0	0
4340	track_0936432	782	1131	1	0	0	0	0.0	0
7771	track_1275299	789	1130	7	1	0	0	0.0	0
4894	track_1039851	256	1129	1	0	0	0	4.0	1
8590	track_1344395	1424	1127	3	1	0	0	5.0	2
6327	track_1137821	468	1127	0	0	0	0	0.0	0
3985	track_0786258	193	1127	17	6	0	0	0.0	0
7084	track_1190159	353	1125	3	3	0	0	0.0	0
5649	track_1090698	2582	1125	2	1	0	0	0.0	0
8619	track_1344391	1365	1124	3	2	0	0	5.0	2
4979	track_1047685	242	1124	0	0	1	0	0.0	0
5623	track_1090982	1344	1124	5	3	0	0	0.0	0
3614	track_0617336	788	1124	23	11	0	0	0.0	0
3580	track_0610855	253	1123	8	2	0	0	0.0	0
4992	track_1045153	907	1123	1	0	0	0	7.0	1
8790	track_1350311	389	1123	5	2	0	0	0.0	0
5117	track_1054118	571	1123	1	0	0	0	0.0	0
7371	track_1219480	658	1123	0	0	0	0	0.0	0
7400	track_1226198	1873	1122	3	1	0	0	0.0	0
9505	track_1397743	328	1122	2	1	0	0	0.0	0
2254	track_0282392	309	1121	26	15	0	0	0.0	0
4230	track_0903817	546	1121	2	0	0	0	0.0	0
6282	track_1136901	736	1121	3	1	0	0	0.0	0
5849	track_1110263	575	1120	5	2	0	0	0.0	0
2786	track_0362419	412	1119	50	31	0	0	0.0	0
9469	track_1397740	298	1118	4	2	0	0	0.0	0
7237	track_1204460	2383	1118	1	1	0	0	0.0	0
6510	track_1154251	599	1117	2	1	0	0	0.0	0
7346	track_1215374	296	1117	2	0	0	0	0.0	0
8862	track_1350982	798	1117	2	1	0	0	2.0	1
8065	track_1294778	514	1116	7	2	0	0	0.0	0
7546	track_1240416	833	1116	1	0	0	0	0.0	0
6117	track_1127563	311	1116	2	1	0	0	8.0	1
1404	track_0134064	233	1115	47	32	0	0	0.0	0
3944	track_0782160	244	1113	2	1	0	0	0.0	0
9710	track_1410132	449	1112	5	4	0	0	0.0	0
6232	track_1134036	2196	1111	5	2	0	0	0.0	0
8120	track_1296351	570	1111	1	0	0	0	0.0	0
8922	track_1354763	1363	1109	3	2	0	0	5.0	2
8932	track_1354146	672	1109	2	0	0	0	3.0	1
2898	track_0388229	311	1109	3	1	0	0	0.0	0
6377	track_1143773	284	1108	0	0	0	0	0.0	0
7784	track_1277767	2136	1108	2	1	0	0	0.0	0
6981	track_1179170	1067	1107	0	0	0	0	0.0	0
1760	track_0192077	778	1107	49	31	0	0	0.0	0
6505	track_1153116	578	1106	2	1	0	0	0.0	0
9716	track_1410140	1838	1106	3	1	0	0	0.0	0
1531	track_0162191	679	1106	3	2	0	0	0.0	0
5588	track_1087031	747	1106	5	1	0	0	0.0	0
2575	track_0340671	691	1106	6	2	0	0	0.0	0
5083	track_1056207	214	1106	1	0	0	0	0.0	0
8680	track_1348329	272	1105	4	1	0	0	0.0	0
7818	track_1277817	965	1104	3	0	0	0	0.0	0
6748	track_1165468	1930	1104	2	1	0	0	2.6667	3
9838	track_1419650	279	1104	1	1	0	0	4.0	1
5342	track_1068152	2106	1103	9	5	1	0	0.0	0
5098	track_1054117	682	1102	1	0	0	0	0.0	0
8333	track_1324671	376	1101	8	3	0	0	0.0	0
9315	track_1387932	831	1101	0	0	0	0	0.0	0
2570	track_0340744	258	1100	6	1	0	0	0.0	0
9330	track_1388364	1398	1100	0	0	0	0	0.0	0
8558	track_1341455	548	1099	1	1	0	0	5.0	2
8479	track_1336308	1041	1098	5	1	0	0	4.5	2
3514	track_0577326	505	1098	9	4	1	0	0.0	0
6969	track_1179045	482	1098	0	0	0	0	0.0	0
7629	track_1253251	179	1098	0	0	0	0	0.0	0
9441	track_1397737	332	1098	5	3	0	0	0.0	0
8365	track_1324675	546	1098	5	2	0	0	0.0	0
4654	track_0998030	279	1096	3	0	0	0	0.0	0
6277	track_1137233	1142	1095	4	2	1	0	0.0	0
9435	track_1393255	340	1094	3	0	0	0	0.0	0
7355	track_1216199	779	1094	3	2	0	0	0.0	0
7443	track_1230830	649	1094	6	4	0	0	0.0	0
6006	track_1119662	220	1094	3	3	0	0	0.0	0
9736	track_1415832	337	1094	4	1	0	0	0.0	0
2765	track_0361345	1941	1093	6	2	0	0	0.0	0
8581	track_1344316	1210	1092	1	0	0	0	2.0	3
7428	track_1226201	1313	1091	2	0	0	0	0.0	0
8945	track_1354591	996	1091	1	0	0	0	0.0	0
2058	track_0235049	619	1090	39	18	1	0	0.0	0
8414	track_1329332	972	1090	3	1	0	0	2.0	2
4893	track_1039361	168	1089	0	0	0	0	0.0	0
8162	track_1301126	378	1086	4	1	0	0	0.0	0
4603	track_0981229	281	1086	5	2	1	0	0.0	0
8607	track_1344327	534	1084	16	9	0	0	5.0	2
5316	track_1067073	2674	1084	3	1	0	0	0.0	0
9797	track_1416000	159	1084	4	0	0	0	0.0	0
9514	track_1397850	1409	1083	0	0	0	0	0.0	0
3613	track_0606118	397	1083	16	10	0	0	6.0	1
4396	track_0941398	995	1083	3	0	0	0	0.0	0
1733	track_0191396	394	1082	8	5	0	0	0.0	0
849	track_0049487	165	1082	14	3	0	0	0.0	0
5402	track_1077823	505	1081	5	3	0	0	0.0	0
3481	track_0575747	849	1081	8	4	0	0	0.0	0
7932	track_1282625	713	1081	4	2	0	0	0.0	0
7790	track_1277721	578	1079	1	1	0	0	0.0	0
9007	track_1357016	813	1078	5	1	0	0	6.5	2
2860	track_0375583	347	1078	3	0	0	0	0.0	0
8079	track_1299808	508	1078	5	3	0	0	0.0	0
3081	track_0428561	457	1076	2	0	0	0	0.0	0
9621	track_1404014	387	1075	1	1	0	0	6.0	1
5583	track_1088824	1103	1075	3	1	0	0	0.0	0
7963	track_1283755	199	1074	0	0	0	0	0.0	0
4080	track_0844690	143	1073	4	1	0	0	0.0	0
2787	track_0361344	946	1071	4	2	0	0	0.0	0
3148	track_0435042	953	1071	3	1	0	0	0.0	0
6110	track_1126035	2773	1071	2	1	0	0	0.0	0
7367	track_1216565	2356	1070	1	1	0	0	0.0	0
5570	track_1088952	3932	1070	0	0	0	0	2.25	4
7054	track_1190162	1288	1070	3	2	0	0	0.0	0
8232	track_1313351	606	1070	9	5	0	0	10.0	1
6922	track_1177774	968	1069	6	2	0	0	0.0	0
7813	track_1277823	2467	1069	5	1	0	0	0.0	0
9391	track_1393141	865	1069	5	1	0	0	2.6667	3
6247	track_1135474	677	1068	6	1	0	0	0.0	0
6075	track_1125756	303	1067	2	0	0	0	0.0	0
6214	track_1133318	350	1067	1	0	0	0	0.0	0
3178	track_0439626	710	1067	48	30	0	0	0.0	0
6557	track_1155001	1043	1066	0	0	0	0	0.0	0
8167	track_1304746	351	1066	1	1	0	0	0.0	0
9012	track_1358430	218	1066	4	1	0	0	0.0	0
9210	track_1372873	727	1065	3	1	0	0	0.0	0
3920	track_0782166	974	1065	1	1	0	0	0.0	0
2669	track_0352932	732	1064	48	33	0	0	0.0	0
6185	track_1132140	1091	1064	7	4	0	0	0.0	0
4627	track_0977745	196	1062	4	2	0	0	0.0	0
5350	track_1068060	732	1061	6	3	1	0	0.0	0
7102	track_1194819	377	1060	0	0	0	0	0.0	0
5032	track_1053927	498	1060	1	0	0	0	0.0	0
6597	track_1159583	769	1060	9	1	0	0	10.0	1
5987	track_1119663	282	1059	6	4	0	0	0.0	0
6122	track_1128084	1675	1059	3	2	0	0	0.0	0
6717	track_1164054	2275	1058	2	0	1	0	0.0	0
8771	track_1350141	784	1058	0	0	0	0	0.0	0
8378	track_1327886	156	1057	2	2	0	0	0.0	0
7636	track_1252014	669	1057	3	0	0	0	0.0	0
8935	track_1354143	455	1056	1	0	0	0	3.0	1
9174	track_1371864	133	1054	5	1	0	0	0.0	0
7843	track_1277846	1405	1054	3	1	0	0	0.0	0
454	track_0025810	611	1054	17	11	0	0	0.0	0
9057	track_1361453	278	1053	3	2	0	0	0.0	0
9097	track_1365281	641	1053	2	1	0	0	0.0	0
7906	track_1279791	791	1053	3	0	0	0	0.0	0
9216	track_1375910	1735	1053	1	0	0	0	2.6667	3
6798	track_1168165	4287	1052	3	1	0	0	0.0	1
3236	track_0457268	318	1052	20	10	0	0	0.0	0
3118	track_0428595	1398	1052	2	0	0	0	0.0	0
2779	track_0361341	821	1049	4	2	0	0	0.0	0
8412	track_1327740	451	1049	17	9	0	0	0.0	0
7669	track_1267132	302	1049	12	7	0	0	0.0	0
4620	track_0981233	288	1047	5	2	2	0	8.0	1
9451	track_1395311	2938	1046	1	0	0	0	6.0	2
4383	track_0940505	340	1046	2	0	0	0	0.0	0
1978	track_0218730	294	1045	31	17	0	0	0.0	0
6329	track_1137818	385	1044	0	0	0	0	0.0	0
1754	track_0192075	640	1044	50	32	0	0	0.0	0
9157	track_1370789	572	1043	0	0	0	0	0.0	0
7868	track_1277844	1656	1042	3	0	0	0	0.0	0
3973	track_0786650	382	1042	0	0	0	0	0.0	0
5143	track_1058163	535	1041	0	0	0	0	0.0	0
6446	track_1144728	417	1041	5	1	2	0	0.0	0
5113	track_1056060	309	1041	1	0	1	0	8.0	1
8849	track_1352360	288	1039	5	1	0	0	0.0	0
5834	track_1110057	819	1039	4	2	0	0	8.0	1
7907	track_1279765	843	1039	3	1	0	0	0.0	0
3455	track_0529017	604	1039	5	1	0	0	0.0	0
5116	track_1056044	436	1039	3	1	0	0	0.0	0
7261	track_1208248	584	1039	0	0	0	0	0.0	0
8563	track_1343397	1118	1037	1	1	0	0	2.6667	3
4642	track_0981232	165	1037	4	2	1	0	8.0	1
7583	track_1242779	1551	1037	4	1	0	0	0.0	0
3555	track_0589339	2692	1037	7	4	0	0	0.0	0
9827	track_1419231	603	1036	9	9	0	0	0.0	0
579	track_0036356	218	1036	10	4	0	0	0.0	0
6423	track_1144722	279	1036	6	3	1	0	0.0	0
7133	track_1192549	373	1036	8	1	1	0	0.0	0
877	track_0049491	178	1035	11	3	0	0	0.0	0
8830	track_1351053	294	1034	5	4	0	0	2.0	1
4542	track_0966562	429	1034	1	1	0	0	0.0	0
8156	track_1304755	384	1034	1	0	0	0	6.0	1
3208	track_0455503	1094	1031	11	6	0	0	0.0	0
5419	track_1076539	669	1030	0	0	0	0	0.0	0
1938	track_0219017	103	1030	22	14	0	0	0.0	0
3979	track_0786259	187	1030	16	6	0	0	0.0	0
9296	track_1381906	628	1028	7	3	0	0	0.0	0
5043	track_1053928	923	1028	0	0	0	0	0.0	0
6348	track_1137414	184	1027	1	0	0	0	0.0	0
4963	track_1041945	288	1026	3	2	0	0	6.0	1
3291	track_0470559	860	1025	25	14	0	0	0.0	0
8195	track_1310040	417	1023	2	1	0	0	0.0	0
7786	track_1275614	262	1023	11	7	0	0	0.0	0
6121	track_1126857	1087	1023	4	2	0	0	0.0	0
6287	track_1135813	974	1023	1	0	0	0	0.0	0
661	track_0038540	235	1022	12	2	0	0	4.0	1
7414	track_1227477	523	1021	9	9	0	0	0.0	1
8353	track_1322928	296	1020	8	6	0	0	6.0	2
6149	track_1127564	624	1020	0	0	0	0	0.0	0
8476	track_1335153	497	1020	0	0	0	0	2.6667	3
8552	track_1341463	622	1020	1	0	0	0	5.0	2
1843	track_0208498	332	1019	15	11	0	0	0.0	0
2511	track_0335256	462	1019	4	0	0	0	0.0	0
1581	track_0175050	177	1019	53	33	0	0	0.0	0
6158	track_1132142	511	1019	7	3	1	0	0.0	0
5988	track_1119114	194	1019	0	0	0	0	0.0	0
3587	track_0606116	452	1018	16	10	0	0	0.0	0
8916	track_1354144	689	1018	4	3	0	0	3.0	1
7852	track_1277834	2269	1017	2	0	0	0	0.0	0
7966	track_1283757	1753	1016	0	0	0	0	0.0	0
5715	track_1098671	484	1016	0	0	0	0	0.0	0
8362	track_1324677	419	1016	2	1	0	0	0.0	0
9675	track_1406697	316	1016	3	1	0	0	0.0	0
7044	track_1181670	1509	1015	2	2	0	0	0.0	0
8141	track_1304476	287	1014	2	0	0	0	0.0	0
7512	track_1233224	284	1014	2	0	0	0	0.0	0
6048	track_1125399	199	1013	1	1	0	0	0.0	0
4120	track_0853883	403	1012	11	2	0	0	0.0	0
4286	track_0922588	332	1011	3	1	0	0	0.0	0
6008	track_1119038	291	1011	1	1	0	0	0.0	0
8529	track_1340366	281	1010	3	2	0	0	0.0	0
6243	track_1135477	185	1009	8	1	0	0	0.0	0
1957	track_0218925	498	1009	23	15	0	0	10.0	1
8207	track_1307494	2950	1009	2	1	0	0	0.0	0
7347	track_1215383	702	1009	2	0	0	0	0.0	0
9137	track_1371776	772	1008	2	1	0	0	0.0	0
6150	track_1127561	632	1007	2	0	0	0	0.0	0
8643	track_1346188	329	1005	10	3	0	0	0.0	0
8385	track_1327881	729	1005	9	2	0	0	0.0	0
9009	track_1358553	545	1003	3	0	0	0	0.0	0
6686	track_1162036	891	1002	2	1	0	0	0.0	0
8105	track_1299812	611	1002	4	2	0	0	0.0	0
1993	track_0225097	511	1000	50	34	0	0	0.0	0
5608	track_1087028	661	1000	8	1	0	0	0.0	0
1925	track_0218724	845	1000	30	17	0	0	0.0	0
6341	track_1139438	460	1000	0	0	0	0	0.0	0
4091	track_0853882	436	1000	13	3	0	0	0.0	0
1931	track_0218941	597	996	27	16	1	0	0.0	0
2701	track_0353142	733	996	8	4	0	0	0.0	0
9299	track_1383803	287	995	3	1	0	0	0.0	0
8227	track_1313353	343	995	5	2	0	0	0.0	0
9491	track_1397856	487	995	2	1	0	0	0.0	0
9490	track_1397858	1298	995	3	1	0	0	0.0	0
3241	track_0457270	467	995	19	10	0	0	0.0	0
9473	track_1395591	503	994	6	6	0	0	5.0	2
1265	track_0128773	614	993	4	1	0	0	0.0	0
2151	track_0260811	982	993	63	42	0	0	0.0	0
7232	track_1208082	209	992	1	0	0	0	0.0	0
6301	track_1136905	696	992	2	1	1	0	0.0	0
4797	track_1031913	601	992	1	1	0	0	0.0	0
1819	track_0199468	209	991	45	28	0	0	0.0	0
8802	track_1350136	432	990	5	0	0	0	0.0	0
2728	track_0355682	634	990	6	1	0	0	0.0	0
7362	track_1216201	514	990	9	4	0	0	0.0	0
8361	track_1324697	421	990	2	1	0	0	0.0	0
7398	track_1227910	872	989	4	1	0	0	0.0	0
2232	track_0268517	973	989	25	13	0	0	0.0	0
3011	track_0401447	553	988	6	3	0	0	0.0	0
3730	track_0694889	452	988	6	2	0	0	0.0	0
1103	track_0106010	411	987	6	1	0	0	0.0	0
6067	track_1125755	263	986	6	0	0	0	0.0	0
9069	track_1365237	555	986	0	0	0	0	0.0	0
9143	track_1369706	318	986	0	0	0	0	0.0	0
7602	track_1255089	182	986	3	1	0	0	0.0	0
4600	track_0981230	321	985	5	2	1	0	0.0	0
5001	track_1045089	769	985	1	0	0	0	9.0	1
9080	track_1365242	508	984	0	0	0	0	0.0	0
7807	track_1277763	1381	984	4	1	0	0	0.0	0
9401	track_1393085	227	983	38	38	0	0	1.3333	3
5775	track_1098681	447	982	0	0	0	0	0.0	0
6241	track_1135472	537	982	6	1	0	0	0.0	0
8063	track_1295378	94	982	0	0	0	0	0.0	0
6516	track_1153712	1523	982	1	0	0	0	0.0	0
9023	track_1358434	441	982	3	0	0	0	0.0	0
5719	track_1098676	856	981	0	0	0	0	0.0	0
2816	track_0370454	595	981	45	28	0	0	6.0	1
7489	track_1232307	1825	981	1	0	0	0	0.0	0
9112	track_1365240	414	980	0	0	0	0	0.0	0
9308	track_1383787	195	979	4	2	0	0	0.0	0
5309	track_1066923	304	979	6	2	0	0	0.0	0
6971	track_1179202	241	978	0	0	0	0	0.0	0
6245	track_1133477	469	976	3	1	0	0	0.0	0
9518	track_1398412	217	976	1	0	0	0	0.0	0
7190	track_1208084	1066	976	2	0	0	0	0.0	0
9203	track_1371971	275	975	0	0	0	0	4.0	1
4099	track_0848379	1192	975	4	1	0	0	5.0	2
5723	track_1098675	520	974	1	1	0	0	0.0	0
7822	track_1277091	686	974	3	1	0	0	0.0	0
5606	track_1087024	635	973	0	0	0	0	0.0	0
5049	track_1053924	740	973	0	0	0	0	0.0	0
6406	track_1146579	714	972	0	0	0	0	0.0	0
6714	track_1164053	1945	971	2	0	0	0	0.0	0
3171	track_0439629	535	971	47	30	0	0	5.0	2
7028	track_1181205	489	971	5	1	0	0	0.0	0
8486	track_1335115	1529	970	1	1	0	0	2.6667	3
4586	track_0972773	513	969	5	3	0	0	0.0	0
2776	track_0361348	1246	969	5	2	0	0	0.0	0
7870	track_1277830	1453	969	2	0	0	0	0.0	0
5659	track_1090978	878	969	5	3	0	0	0.0	0
7979	track_1283765	235	968	2	2	0	0	0.0	0
8459	track_1335078	1683	968	2	0	0	0	2.6667	3
8067	track_1294201	204	966	3	1	0	0	0.0	0
6525	track_1154248	225	966	1	0	0	0	0.0	0
9550	track_1398798	231	966	7	2	0	0	0.0	0
6485	track_1150485	267	965	1	0	0	0	0.0	0
8593	track_1344448	843	965	5	5	0	0	4.0	1
6152	track_1127785	2116	964	0	0	0	0	0.0	0
4277	track_0922585	246	964	4	1	0	0	0.0	0
8952	track_1354766	772	964	0	0	0	0	5.0	2
7337	track_1214383	732	963	123	123	2	0	0.0	0
8778	track_1349964	391	962	9	5	0	0	0.0	0
7842	track_1277852	423	961	2	0	0	0	0.0	0
696	track_0040273	152	960	21	10	0	0	0.0	0
3246	track_0459147	528	960	5	2	0	0	0.0	0
9175	track_1371873	301	960	2	0	0	0	0.0	0
9267	track_1380855	510	959	9	9	0	0	2.6667	3
1850	track_0208299	441	959	15	11	0	0	0.0	0
5985	track_1119116	108	959	0	0	0	0	0.0	0
9522	track_1398796	389	958	3	0	0	0	0.0	0
9554	track_1399743	187	958	0	0	0	0	5.0	1
6535	track_1153110	755	957	2	1	0	0	0.0	0
2244	track_0268526	1020	957	7	1	0	0	0.0	0
8717	track_1349960	431	957	5	2	0	0	0.0	0
6113	track_1127771	317	956	0	0	0	0	0.0	0
1781	track_0195296	318	956	45	28	0	0	0.0	0
9517	track_1397855	1529	956	0	0	0	0	0.0	0
7866	track_1278745	930	956	2	1	0	0	0.0	0
2573	track_0341821	422	956	2	0	0	0	0.0	0
8143	track_1301135	153	955	6	1	0	0	0.0	0
6132	track_1127562	259	955	1	1	0	0	0.0	0
3010	track_0401451	304	955	7	4	0	0	0.0	0
9516	track_1398156	248	955	4	0	0	0	0.0	0
9272	track_1381529	163	954	0	0	0	0	0.0	0
4692	track_0998032	778	953	7	1	0	0	0.0	0
8236	track_1312996	197	952	2	1	0	0	0.0	0
6484	track_1150489	1244	952	1	0	0	0	0.0	0
8070	track_1294221	153	952	0	0	0	0	0.0	0
6843	track_1169141	4006	951	5	3	1	0	0.0	0
7632	track_1252012	560	950	4	2	0	0	0.0	0
9312	track_1383645	187	949	2	2	0	0	0.0	0
8530	track_1340350	190	949	2	1	0	0	0.0	0
1175	track_0116242	287	949	6	4	0	0	0.0	0
8163	track_1300181	228	948	1	1	0	0	0.0	0
6147	track_1126860	576	947	1	0	0	0	0.0	0
4481	track_0957933	604	947	1	1	0	0	0.0	0
3273	track_0470554	497	947	25	15	0	0	0.0	0
8715	track_1349695	358	947	0	0	0	0	0.0	0
7730	track_1271418	200	947	0	0	0	0	0.0	0
8984	track_1356872	775	945	4	0	0	0	6.5	2
8990	track_1355955	1802	945	0	0	0	0	1.3333	3
2916	track_0388233	590	944	3	2	0	0	0.0	0
6007	track_1119035	502	944	3	1	0	0	0.0	0
5444	track_1080086	379	944	1	0	0	0	0.0	0
7132	track_1192548	719	944	7	1	1	0	0.0	0
9094	track_1365241	715	944	0	0	0	0	0.0	0
1358	track_0133093	160	942	48	32	0	0	0.0	0
5135	track_1056345	636	942	0	0	0	0	0.0	0
7319	track_1214617	616	942	3	1	0	0	0.0	0
358	track_0022882	248	941	25	18	0	0	0.0	0
7668	track_1267134	603	940	10	6	0	0	0.0	0
2617	track_0346315	280	940	44	29	0	0	0.0	0
3801	track_0717715	575	940	3	3	0	0	0.0	0
6563	track_1154907	460	940	1	0	0	0	0.0	0
3202	track_0455165	734	940	9	4	0	0	0.0	0
7421	track_1227935	410	939	0	0	0	0	0.0	0
9090	track_1365282	474	939	0	0	0	0	0.0	0
7804	track_1277765	1268	938	1	0	0	0	0.0	0
1716	track_0191405	215	938	8	5	0	0	0.0	0
9180	track_1372868	418	937	4	2	0	0	0.0	0
5577	track_1088838	1794	936	3	1	0	0	10.0	1
4680	track_0995365	252	935	7	3	1	0	0.0	0
3484	track_0575749	574	935	7	4	0	0	0.0	0
8480	track_1335122	1070	934	2	0	0	0	2.6667	3
9560	track_1399583	271	934	0	0	0	0	5.0	1
3340	track_0490262	673	933	11	5	0	0	0.0	0
4687	track_0998031	204	933	3	0	0	0	0.0	0
6419	track_1144719	268	931	7	2	0	0	0.0	0
4244	track_0903828	339	931	4	1	0	0	0.0	0
8350	track_1324679	373	931	1	1	0	0	0.0	0
4114	track_0855373	889	930	4	1	0	0	0.0	0
8404	track_1327887	246	929	3	3	0	0	0.0	0
9208	track_1372869	1122	929	4	1	0	0	0.0	0
5125	track_1057643	394	928	0	0	0	0	0.0	0
7883	track_1279777	913	928	2	0	0	0	0.0	0
9393	track_1393185	301	927	4	0	0	0	0.0	0
9164	track_1370705	253	927	4	1	0	0	6.0	2
4537	track_0965788	373	927	1	1	0	0	0.0	0
7287	track_1208089	871	926	2	1	0	0	0.0	0
7361	track_1215376	1364	926	1	0	0	0	0.0	0
6558	track_1154901	395	926	3	1	0	0	0.0	0
5621	track_1089783	415	926	3	3	0	0	0.0	0
6625	track_1162031	328	925	2	1	0	0	0.0	0
3197	track_0449862	398	925	9	4	0	0	0.0	0
6506	track_1153709	750	924	0	0	0	0	0.0	0
5687	track_1095028	237	924	1	1	0	0	0.0	0
7523	track_1232304	1008	924	3	1	0	0	0.0	0
7850	track_1277848	609	923	2	0	0	0	0.0	0
1973	track_0218728	285	923	29	17	0	0	0.0	0
4976	track_1045155	489	921	4	1	0	0	0.0	0
7977	track_1283760	578	920	3	1	0	0	0.0	0
2565	track_0341649	165	919	4	1	0	0	0.0	0
453	track_0025809	580	919	18	11	0	0	0.0	0
7513	track_1232309	1267	918	0	0	0	0	0.0	0
4903	track_1039579	306	916	0	0	0	0	0.0	0
9037	track_1357014	645	915	6	1	0	0	6.5	2
7824	track_1277700	405	913	1	0	0	0	0.0	0
2756	track_0362416	304	913	47	30	0	0	0.0	0
4200	track_0899847	1433	911	3	2	0	0	6.0	1
2222	track_0268699	478	911	24	12	0	0	0.0	0
9387	track_1389039	2088	910	8	5	0	0	0.0	0
9100	track_1365238	288	910	0	0	0	0	0.0	0
5456	track_1081052	438	910	4	2	0	0	0.0	0
8406	track_1326835	527	910	1	1	0	0	6.0	2
7751	track_1275611	273	910	7	3	0	0	0.0	0
5607	track_1088834	2130	909	1	0	0	0	0.0	0
7434	track_1230829	710	909	1	1	0	0	0.0	0
8653	track_1346194	267	908	4	1	0	0	0.0	0
7300	track_1214618	806	908	0	0	0	0	0.0	0
8761	track_1349520	388	908	3	1	0	0	0.0	0
7797	track_1277819	1510	908	1	0	0	0	0.0	0
7354	track_1215873	2139	908	2	0	0	0	0.0	0
3275	track_0470552	608	907	25	14	0	0	0.0	0
8747	track_1349033	629	906	1	1	0	0	3.0	1
7783	track_1277098	579	905	7	2	0	0	0.0	0
7785	track_1277717	579	905	0	0	0	0	0.0	0
7834	track_1278735	792	905	3	0	0	0	0.0	0
2547	track_0335249	1170	905	4	0	0	0	0.0	0
356	track_0022883	391	903	27	18	0	0	0.0	0
8695	track_1347954	544	902	3	2	0	0	0.0	0
6496	track_1150482	571	902	2	0	0	0	0.0	0
6127	track_1128085	692	901	2	2	0	0	0.0	0
8752	track_1349691	356	900	3	0	0	0	0.0	0
5709	track_1096128	220	899	1	0	0	0	0.0	0
9665	track_1406707	689	899	2	1	0	0	0.0	0
1618	track_0176524	335	899	11	4	0	0	0.0	0
4608	track_0981228	210	898	7	2	1	0	9.0	1
7514	track_1236357	409	898	3	1	0	0	0.0	0
5671	track_1096013	397	898	0	0	0	0	0.0	0
4693	track_0995817	472	898	2	0	1	0	4.0	1
5832	track_1113031	474	897	5	1	0	0	0.0	0
5601	track_1086615	159	897	0	0	0	0	0.0	0
9742	track_1414686	920	897	3	0	0	0	0.0	0
6841	track_1169142	2072	896	5	3	0	0	0.0	0
